Location,Geographical Region,School Number,School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
"Sunsari, Kosi, Eastern",Terai,722,"JANAK MA VI MAHENDRANAGAR 9 SALBANI, 10046",32.1,43.5,34.1,33.3,43.5,47.1,53,53,0,4,28,2,34,19,64.2
"Sunsari, Kosi, Eastern",Terai,723,"SUMMIT SECONDARY BOARDING SCHOOL DHARAN, 10047",61.0,57.6,78.7,55.4,61.1,46.4,59,58,4,54,0,0,58,0,100.0
"Sunsari, Kosi, Eastern",Terai,724,"MA VI CHHITAHA, 10048",23.4,37.9,39.9,33.5,33.0,43.3,159,158,0,8,69,2,79,79,50.0
"Sunsari, Kosi, Eastern",Terai,725,"LABORATORY MA VI DHARAN, 10049",28.6,42.7,46.8,43.6,37.3,40.9,171,170,0,19,112,4,135,35,79.4
"Sunsari, Kosi, Eastern",Terai,726,"CHANDRAKAMAL MA VI MARCHAIYA DUMRAHA, 10050",27.6,42.7,44.6,32.5,40.8,49.0,83,83,0,16,38,2,56,27,67.5
"Sunsari, Kosi, Eastern",Terai,727,"SHARADA MA VI RAMPUR DHOK BHOKRAHA, 10051",26.0,36.7,33.0,27.3,41.0,42.2,86,86,0,2,46,5,53,33,61.6
"Sunsari, Kosi, Eastern",Terai,728,"KRISHNA MA VI SHANKARPUR, 10052",27.4,41.0,37.9,36.2,42.4,45.0,184,184,0,26,81,11,118,66,64.1
"Sunsari, Kosi, Eastern",Terai,729,"BHALDHUNGA MA VI BISHNUPADUKA, 10053",34.2,45.7,34.5,27.4,36.3,37.8,68,68,0,1,38,4,43,25,63.2
"Sunsari, Kosi, Eastern",Terai,730,"TRIBHUWAN MA VI ARTA BAKULAWA DUMRAHA-2, 10054",29.7,33.2,40.5,31.9,30.1,37.8,77,77,0,8,28,4,40,37,51.9
"Sunsari, Kosi, Eastern",Terai,731,"KOSI MA VI WEST KUSHAHA, 10055",26.4,38.7,35.5,29.3,32.4,46.3,93,93,0,6,39,5,50,43,53.8
"Sunsari, Kosi, Eastern",Terai,732,"GODAWARI VIDYA MANDIR AWASIYA MA VI ITAHARI, 10056",39.3,51.9,65.2,44.9,44.5,47.0,57,57,3,32,15,1,51,6,89.5
"Sunsari, Kosi, Eastern",Terai,733,"PATHIBHARA ENGLISH BOARDING SCHOOL ITHARI, 10057",49.8,50.8,66.4,53.4,57.2,52.7,73,73,1,58,12,0,71,2,97.3
"Sunsari, Kosi, Eastern",Terai,734,"BUDHA SUBBA ENGLISH MA VI DHARAN, 10058",49.3,47.3,48.9,39.0,43.8,49.6,8,8,0,4,3,0,7,1,87.5
"Sunsari, Kosi, Eastern",Terai,735,"SUNSARI BALIKA AWASIYA MA VI INRUWA, 10059",34.0,52.3,46.8,35.0,43.1,40.2,27,27,0,9,9,1,19,6,70.4
"Sunsari, Kosi, Eastern",Terai,736,"INARUWA ENGLISH BOARDING SCHOOL INARUWA, 10060",56.6,53.7,85.5,52.2,59.2,56.9,72,72,6,64,2,0,72,0,100.0
"Sunsari, Kosi, Eastern",Terai,737,"KOSHI JANATA MA VI HARIPUR, 10061",20.9,27.1,29.8,25.8,27.7,41.0,75,74,0,1,26,0,27,47,36.5
"Sunsari, Kosi, Eastern",Terai,738,"MODERN PREPARATORY BOARDING SCHOOL ITAHARI, 10062",42.9,48.8,59.8,43.7,41.1,47.0,33,33,1,17,10,0,28,4,84.8
"Sunsari, Kosi, Eastern",Terai,739,"RAM DHUNI MA VI LALPUR SINGIYA, 10063",23.1,49.6,40.5,34.5,38.6,37.1,96,96,0,12,33,1,46,50,47.9
"Sunsari, Kosi, Eastern",Terai,740,"PURWANCHAL BOARDING SCHOOL HANSPOSA TARAHARA, 10064",51.5,58.6,71.3,57.9,53.2,44.4,23,23,0,22,1,0,23,0,100.0
"Sunsari, Kosi, Eastern",Terai,741,"SOS HERMANN GMEINER MA VI ITAHARI, 10065",58.0,65.9,88.4,63.4,55.2,56.7,33,33,18,15,0,0,33,0,100.0
"Sunsari, Kosi, Eastern",Terai,742,"DIPENDRA PRAHARI AWASIYA MA VI DHARAN, 10066",41.6,50.3,65.9,43.7,48.3,39.8,31,26,1,23,2,0,26,0,100.0
"Sunsari, Kosi, Eastern",Terai,743,"SHREE 5 MAHENDRA MA VI SUNDARPUR ITAHARI 2, 10067",20.7,35.3,33.8,33.3,24.9,30.8,128,127,0,4,34,5,43,84,33.9
"Sunsari, Kosi, Eastern",Terai,744,"KACHANA MAHADEV MA VI ITAHARI 4, 10068",37.2,42.7,45.8,39.6,40.4,49.1,41,41,0,3,36,0,39,2,95.1
"Sunsari, Kosi, Eastern",Terai,745,"CARMEL HIGH SCHOOL DHARAN 10, 10069",49.0,47.2,69.1,53.1,50.8,49.8,37,37,0,34,3,0,37,0,100.0
"Sunsari, Kosi, Eastern",Terai,746,"OASIS ENGLISH HIGH SCHOOL DHARAN-10, 10070",48.7,50.9,56.5,55.7,47.2,46.0,23,21,0,20,1,0,21,0,100.0
"Sunsari, Kosi, Eastern",Terai,747,"JANATA MA VI SIMARIYA, 10071",21.1,38.1,29.3,23.6,23.6,42.6,80,80,0,1,17,2,20,60,25.0
"Sunsari, Kosi, Eastern",Terai,748,"PANCHAYAT MA VI DHARAN, 10072",32.9,42.5,38.1,38.5,37.4,40.9,72,72,0,5,47,5,57,15,79.2
"Sunsari, Kosi, Eastern",Terai,749,"EUREKA RESIDENTIAL SCHOOL DHARAN 4, 10073",46.1,55.6,73.5,53.3,50.1,53.7,154,143,16,124,1,0,141,0,98.6
"Sunsari, Kosi, Eastern",Terai,750,"BASANTA RITU MA VI MAHENDRANAGAR, 10074",24.4,41.4,31.6,26.1,34.9,45.5,105,104,0,4,35,5,44,60,42.3
"Sunsari, Kosi, Eastern",Terai,751,"MAHENDRA MEMORIAL ENGLISH AWASIYA MA VI DUHABI, 10076",50.4,55.0,86.1,49.4,43.4,45.6,26,24,4,19,0,0,23,0,95.8
"Sunsari, Kosi, Eastern",Terai,752,"NAVJYOTI SCHOOL DHARAN, 10077",56.0,58.0,82.7,55.7,59.6,52.8,45,45,5,40,0,0,45,0,100.0
"Sunsari, Kosi, Eastern",Terai,753,"DHARAN MODEL SCHOOL DHARAN, 10078",62.0,63.5,84.3,57.5,58.8,47.2,26,26,1,25,0,0,26,0,100.0
"Sunsari, Kosi, Eastern",Terai,754,"GYANODAYA SECONDARY ENGLISH BOARDING SCHOOL DHARAN, 10079",51.2,54.6,77.8,58.2,52.9,51.1,28,28,0,28,0,0,28,0,100.0
"Sunsari, Kosi, Eastern",Terai,755,"MERRYLAND ENGLISH BOARDING SCHOOL DHARAN, 10080",60.5,56.6,77.7,61.5,60.2,47.5,21,21,0,21,0,0,21,0,100.0
"Sunsari, Kosi, Eastern",Terai,756,"PANCHAYAT (DANTAKALI) MA VI DHARAN, 10081",27.2,54.1,50.0,42.4,39.1,48.9,28,28,0,6,16,0,22,6,78.6
"Sunsari, Kosi, Eastern",Terai,757,"JYOTI MA VI ITAHARI, 10083",18.6,40.1,38.0,29.1,31.3,39.8,102,102,0,9,12,1,22,78,21.6
"Sunsari, Kosi, Eastern",Terai,758,"RAJAJEE RAMJEE MEHTO MA VI INARUWA, 10084",34.1,38.2,45.7,30.4,35.6,42.7,67,67,0,15,23,2,40,27,59.7
"Sunsari, Kosi, Eastern",Terai,759,"MOUNT MANASLU SECONDARY SCHOOL DUHABI, 10085",59.9,57.5,88.6,57.6,44.2,50.4,60,60,3,55,0,0,58,2,96.7
"Sunsari, Kosi, Eastern",Terai,760,"SAYAPATRI SHISHU SADAN ENGLISH SCHOOL HANSPOSA TARAHA, 10086",48.5,49.2,63.8,49.9,43.5,45.8,34,34,1,19,14,0,34,0,100.0
"Sunsari, Kosi, Eastern",Terai,761,"BHRIKUTI SECONDARY BOARDING SCHOOL ITAHARI, 10087",50.6,61.3,72.4,46.9,53.1,56.4,16,16,0,16,0,0,16,0,100.0
"Sunsari, Kosi, Eastern",Terai,762,"GEM SECONDARY BOARDING SCHOOL DHARAN, 10088",47.2,50.6,68.6,51.7,51.9,48.9,18,18,1,14,3,0,18,0,100.0
"Sunsari, Kosi, Eastern",Terai,763,"NILKANTHA SECONDARY ENGLISH SCHOOL TARAHARA, 10089",47.9,49.7,58.6,43.9,41.1,39.8,10,10,0,5,4,0,9,1,90.0
"Sunsari, Kosi, Eastern",Terai,764,"ITAHARI MODEL SCHOOL ITAHARI, 10090",47.9,58.1,74.6,49.1,50.2,53.7,29,29,0,25,4,0,29,0,100.0
"Sunsari, Kosi, Eastern",Terai,765,"PRABHAT ENGLISH BOARDING SCHOOL CHATRALINE DHARAN, 10091",54.1,47.9,65.6,53.6,51.6,40.7,14,12,0,12,0,0,12,0,100.0
"Sunsari, Kosi, Eastern",Terai,766,"JUNIOR PIONEERS SCHOOL DHARAN, 10092",51.2,48.5,78.7,52.3,53.3,47.0,27,24,1,23,0,0,24,0,100.0
"Sunsari, Kosi, Eastern",Terai,767,"SUMNIMA BOARDING SCHOOL DHARAN, 10093",46.7,55.1,68.6,44.0,43.3,45.3,14,14,0,13,1,0,14,0,100.0
"Sunsari, Kosi, Eastern",Terai,768,"KOSHI ST. JAMES RESIDENTIAL SECONDARY SCHOOL ITAHARI-8, 10094",53.7,55.3,67.1,53.3,53.9,48.9,23,23,2,18,3,0,23,0,100.0
"Sunsari, Kosi, Eastern",Terai,769,"CHAMUNDA BHAGWATI RESIDENTIAL SECONDARY SCHOOL ITAHA, 10095",30.3,47.0,43.2,36.9,35.0,40.4,21,21,1,3,7,1,12,9,57.1
"Sunsari, Kosi, Eastern",Terai,770,"HOLY LAND INTERNATIONAL SCHOOL DHARAN-15, 10096",46.8,52.8,66.4,50.3,50.8,47.3,17,17,0,17,0,0,17,0,100.0
"Sunsari, Kosi, Eastern",Terai,771,"BISHNU MEMORIAL BOARDING SCHOOL DHARAN-9, 10097",54.8,60.2,79.8,56.4,63.6,49.9,41,41,8,33,0,0,41,0,100.0
"Sunsari, Kosi, Eastern",Terai,772,"PARADISE ENGLISH BOARDING SCHOOL TARAHARA, 10098",32.8,46.1,50.3,45.1,41.5,36.0,45,45,0,7,34,0,41,4,91.1
"Sunsari, Kosi, Eastern",Terai,773,"ITAHARI RESIDENTIAL MA VI ITAHARI-4, 10099",31.6,45.4,49.6,34.2,36.0,48.6,60,59,0,11,37,3,51,8,86.4
"Sunsari, Kosi, Eastern",Terai,774,"SARASWATI MA VI ITAHARI-7, 10100",12.1,36.0,30.4,27.3,26.9,39.0,43,42,0,0,3,0,3,39,7.1
"Sunsari, Kosi, Eastern",Terai,775,"SUNSARI ST. XAVIER'S SECONDARY ENGLISH BOARDING SCHOOL, 10101",51.8,53.6,71.2,62.1,53.9,43.7,29,29,2,23,4,0,29,0,100.0
"Sunsari, Kosi, Eastern",Terai,776,"SACRED HEART ENGLISH SCHOOL ITAHARI-5, 10102",55.9,66.4,83.8,57.7,56.8,48.0,23,23,1,22,0,0,23,0,100.0
"Sunsari, Kosi, Eastern",Terai,777,"RASTRIYA MA VI ANPGACHHI HANSPOSA, 10103",26.8,47.0,42.0,41.1,38.2,35.3,41,41,0,3,25,3,31,10,75.6
"Sunsari, Kosi, Eastern",Terai,778,"HIM SHIKHAR ENGLISH SCHOOL TARAHARA, 10104",54.2,52.9,72.8,54.3,52.2,48.1,23,23,0,20,3,0,23,0,100.0
"Sunsari, Kosi, Eastern",Terai,779,"NORTH POINT SECONDARY BOARDING SCHOOL ITAHARI, 10105",51.1,52.0,69.4,54.8,49.5,54.6,21,21,0,18,3,0,21,0,100.0
"Sunsari, Kosi, Eastern",Terai,780,"BAL VIDHYA VIKASH ENGLISH SCHOOL INARUWA, 10106",60.4,51.7,79.1,55.9,51.7,55.2,11,11,1,10,0,0,11,0,100.0
"Sunsari, Kosi, Eastern",Terai,781,"NAVODAYA VIDYA MANDIR ENGLISH BOARDING SCHOOL LEKH, 10107",52.6,67.6,93.5,54.4,67.5,50.1,10,10,3,7,0,0,10,0,100.0
"Sunsari, Kosi, Eastern",Terai,782,"BRIGHT FUTURE ENGLISH SCHOOL ITAHARI ANPGACHHI, 10108",48.6,67.6,78.1,52.0,60.0,60.0,8,8,0,8,0,0,8,0,100.0
"Sunsari, Kosi, Eastern",Terai,783,"LITTLE FLOWERS ENGLISH BOARDING SCHOOL ITAHARI, 10109",52.1,52.8,83.9,52.0,47.7,49.6,21,21,3,16,2,0,21,0,100.0
"Sunsari, Kosi, Eastern",Terai,784,"PANCHAYAT  MA VI BAKLAURI-8 SUNSARI, 10110",26.0,44.4,54.6,29.3,35.3,42.4,59,58,0,5,26,4,35,23,60.3
"Sunsari, Kosi, Eastern",Terai,785,"MORNING STAR SCHOOL MAHENDRA NAGAR CHAKARGHATTI, 10111",48.3,51.7,67.8,51.5,48.0,54.9,33,33,0,25,8,0,33,0,100.0
"Sunsari, Kosi, Eastern",Terai,786,"BRILLIANT ENGLISH BOARDING SCHOOL JHUMKA SUNSARI, 10112",56.9,54.2,71.3,48.5,58.8,57.8,16,16,0,15,1,0,16,0,100.0
"Sunsari, Kosi, Eastern",Terai,787,"JANAK SMRITI SHISHU SADAN INARUWA SUNSARI, 10113",57.1,58.4,86.4,53.9,62.8,57.7,17,17,5,12,0,0,17,0,100.0
"Sunsari, Kosi, Eastern",Terai,788,"UNIQUE ACADEMY ENGLISH BOARDING SCHOOL BHADGAUN, 10114",55.3,57.6,79.1,53.4,61.9,57.0,24,24,3,21,0,0,24,0,100.0
"Solukhumbu, Sagarmatha, Eastern",Mountain,789,"PRIVATE SOLUKHUMBU, 11000",20.5,39.3,20.8,16.7,30.1,37.0,36,34,0,1,3,1,5,29,14.7
"Solukhumbu, Sagarmatha, Eastern",Mountain,790,"JANAJAGRITI MA VI SALLERI, 11001",32.4,49.9,33.7,27.7,36.1,45.0,57,53,0,5,35,1,41,12,77.4
"Solukhumbu, Sagarmatha, Eastern",Mountain,791,"JIVANJYOTI MA VI NELE, 11002",30.6,48.4,50.3,43.7,43.7,48.4,27,27,0,10,13,0,23,4,85.2
"Solukhumbu, Sagarmatha, Eastern",Mountain,792,"MAHENDRODAYA MA VI SALYAN, 11003",32.0,41.4,42.5,32.0,40.5,33.5,59,58,0,2,40,10,52,6,89.7
"Solukhumbu, Sagarmatha, Eastern",Mountain,793,"BIRENDRA JYOTI MA VI SOTANG, 11004",21.1,31.9,29.1,26.6,29.9,26.6,79,54,0,2,50,1,53,1,98.1
"Solukhumbu, Sagarmatha, Eastern",Mountain,794,"HIMAL DARSAN MA VI NECHA, 11005",19.5,42.0,35.4,30.6,31.8,42.9,87,75,0,11,23,0,34,41,45.3
"Solukhumbu, Sagarmatha, Eastern",Mountain,795,"KHUMJUNG MA VI KHUMJUNG, 11006",50.0,61.3,47.6,34.7,49.1,53.1,27,27,0,16,11,0,27,0,100.0
"Solukhumbu, Sagarmatha, Eastern",Mountain,796,"HIMGANGA MA VI CHAUNLAKHARKA, 11007",33.4,51.7,44.9,22.8,45.0,42.1,21,21,0,2,14,0,16,5,76.2
"Solukhumbu, Sagarmatha, Eastern",Mountain,797,"JUNBESHI MA VI JUNBESHI, 11008",31.4,51.9,34.2,31.3,36.2,46.2,15,15,0,0,11,0,11,4,73.3
"Solukhumbu, Sagarmatha, Eastern",Mountain,798,"CHANGESTHAN MA VI KERUNG, 11009",30.6,44.5,43.9,36.1,47.6,31.6,35,35,0,0,31,2,33,2,94.3
"Solukhumbu, Sagarmatha, Eastern",Mountain,799,"JANAKALYAN MA VI JUBU KHARKA, 11010",30.0,53.9,41.3,29.0,42.8,42.8,22,21,0,4,11,1,16,5,76.2
"Solukhumbu, Sagarmatha, Eastern",Mountain,800,"HIMALAYA MA VI BASAKHASTAP, 11011",30.3,47.0,42.8,29.5,43.7,36.3,21,21,0,0,14,4,18,3,85.7
"Solukhumbu, Sagarmatha, Eastern",Mountain,801,"KHARI KHOLA MA VI JUBHING, 11012",28.6,49.1,31.2,24.0,32.1,46.6,37,37,0,1,19,0,20,17,54.1
"Solukhumbu, Sagarmatha, Eastern",Mountain,802,"MAHENDRA JYOTI MA VI CHAURIKHARKA, 11013",28.2,43.2,39.2,23.0,34.1,38.1,25,19,0,6,13,0,19,0,100.0
"Solukhumbu, Sagarmatha, Eastern",Mountain,803,"BIRENDRODAYA MA VI BHUMESTHAN MUKLI, 11014",26.3,44.0,50.3,45.3,35.6,44.8,16,16,0,5,5,0,10,6,62.5
"Solukhumbu, Sagarmatha, Eastern",Mountain,804,"SINGHKALI MA VI TINGLA, 11015",25.2,39.7,41.4,30.1,39.3,36.6,43,43,0,1,18,8,27,16,62.8
"Solukhumbu, Sagarmatha, Eastern",Mountain,805,"KALIKA DEVI MA VI PANCHAN LOSKU, 11016",21.5,49.2,42.3,35.9,36.1,48.6,15,15,0,0,8,0,8,7,53.3
"Solukhumbu, Sagarmatha, Eastern",Mountain,806,"JANATA MA VI LOKHIM, 11017",23.4,54.2,46.3,26.0,42.2,39.8,9,9,0,0,3,1,4,5,44.4
"Solukhumbu, Sagarmatha, Eastern",Mountain,807,"DEUSA MA VI DEUSA, 11018",23.9,38.0,32.0,40.0,35.7,40.0,28,28,0,0,11,3,14,14,50.0
"Solukhumbu, Sagarmatha, Eastern",Mountain,808,"SAGARMATHA MA VI BAKU, 11019",33.9,45.2,39.8,27.2,40.5,30.5,11,11,0,0,5,4,9,2,81.8
"Solukhumbu, Sagarmatha, Eastern",Mountain,809,"SAGARMATHA MA VI BUNG, 11020",28.4,44.8,38.9,37.9,43.8,34.4,13,13,0,0,10,1,11,2,84.6
"Solukhumbu, Sagarmatha, Eastern",Mountain,810,"B P SANSKRIT MA VI SALYAN SOLUKHUMBU, 11021",29.6,36.7,39.4,23.1,37.9,49.8,18,18,0,0,8,2,10,8,55.6
"Solukhumbu, Sagarmatha, Eastern",Mountain,811,"JANAPRIYA MA VI TAPTING, 11022",18.9,26.6,22.1,20.5,28.9,19.9,16,9,0,0,9,0,9,0,100.0
"Solukhumbu, Sagarmatha, Eastern",Mountain,812,"JIVANJYOTI MA VI KANGEL, 11023",20.7,39.3,31.1,33.3,35.1,40.8,47,47,0,6,8,4,18,29,38.3
"Solukhumbu, Sagarmatha, Eastern",Mountain,813,"CHHESKAM MA VI CHHESKAM, 11024",32.9,43.7,38.5,37.9,43.2,36.0,10,10,0,1,6,1,8,2,80.0
"Solukhumbu, Sagarmatha, Eastern",Mountain,814,"KANKU MA VI BHEDACHAUR, 11025",28.5,51.9,37.9,24.9,46.0,33.7,15,15,0,0,7,2,9,6,60.0
"Solukhumbu, Sagarmatha, Eastern",Mountain,815,"GUDEL MA VI GUDEL, 11026",30.2,48.3,44.8,35.9,42.2,43.9,13,13,0,1,9,2,12,1,92.3
"Solukhumbu, Sagarmatha, Eastern",Mountain,816,"KEDAR MA VI NECHA BETGHARI, 11027",28.0,51.2,49.1,40.6,39.7,50.7,45,45,0,11,24,0,35,10,77.8
"Solukhumbu, Sagarmatha, Eastern",Mountain,817,"GANESTHAN MA VI NECHA BATASE  GAIREE, 11029",24.6,50.9,45.4,38.8,37.3,49.3,14,14,0,1,10,0,11,3,78.6
"Solukhumbu, Sagarmatha, Eastern",Mountain,818,"TAKSINDU MA VI NUNTHALA, 11030",29.8,45.7,23.6,24.7,26.8,41.9,17,17,0,1,3,0,4,13,23.5
"Solukhumbu, Sagarmatha, Eastern",Mountain,819,"BASA KHALI MA VI BASA, 11031",38.9,44.0,38.1,27.9,35.9,30.9,16,15,0,0,11,2,13,2,86.7
"Solukhumbu, Sagarmatha, Eastern",Mountain,820,"HIMALAYA MA VI JUBU LUHARE, 11032",22.6,43.9,34.5,26.2,37.0,36.8,21,20,0,0,9,1,10,10,50.0
"Solukhumbu, Sagarmatha, Eastern",Mountain,821,"BUDDHA MA VI GOLI, 11033",24.1,48.1,36.9,22.1,39.5,36.9,37,35,0,1,17,1,19,16,54.3
"Solukhumbu, Sagarmatha, Eastern",Mountain,822,"WHITE HILLS ENGLISH SECONDARY BOARDING SCHOOL SALLERI, 11034",50.6,56.8,62.0,33.0,48.6,55.4,5,5,0,5,0,0,5,0,100.0
"Solukhumbu, Sagarmatha, Eastern",Mountain,823,"SHREE MOUNT EVEREST ENGLISH SECONDARY SCHOOL SALLERI, 11035",55.8,63.4,64.8,38.0,49.4,56.4,5,5,0,4,0,0,4,1,80.0
"Khotang, Sagarmatha, Eastern",Hill,824,"PRIVATE DIKTEL, 12000",25.3,42.3,34.1,37.6,37.3,52.4,7,7,0,0,4,1,5,2,71.4
"Khotang, Sagarmatha, Eastern",Hill,825,"CHAMPAWATI MA VI BUIPA, 12001",28.0,37.3,43.6,46.5,26.0,38.2,99,99,0,4,34,1,39,60,39.4
"Khotang, Sagarmatha, Eastern",Hill,826,"SHARADA MA VI KHARPA, 12002",31.4,44.6,44.1,41.5,47.7,42.9,51,51,0,4,37,0,41,10,80.4
"Khotang, Sagarmatha, Eastern",Hill,827,"SARASWATI MA VI DIKTEL, 12003",30.4,40.2,35.6,28.5,38.4,46.3,253,252,1,23,115,22,161,90,63.9
"Khotang, Sagarmatha, Eastern",Hill,828,"TRIBHUVAN MA VI AINSELUKHARKA, 12004",28.6,45.3,33.7,33.5,52.0,42.9,70,70,0,7,34,1,42,28,60.0
"Khotang, Sagarmatha, Eastern",Hill,829,"PRITHVI MA VI BAKSILA, 12005",24.0,36.1,38.6,31.1,33.4,40.3,158,157,0,8,54,20,82,75,52.2
"Khotang, Sagarmatha, Eastern",Hill,830,"DURCHHIM MA VI DURCHHIMDANDA, 12006",37.3,46.2,54.3,47.8,40.0,46.1,36,36,0,9,27,0,36,0,100.0
"Khotang, Sagarmatha, Eastern",Hill,831,"DEURALI MA VI DUMREKOT, 12007",31.0,43.4,57.8,42.6,43.2,45.6,46,46,0,10,32,0,42,4,91.3
"Khotang, Sagarmatha, Eastern",Hill,832,"KALIKA BALBIKASH MA VI RAKHA, 12008",33.5,47.7,37.6,34.3,49.0,44.6,41,41,0,10,18,0,28,13,68.3
"Khotang, Sagarmatha, Eastern",Hill,833,"BIDDHYODAYA MA VI DORPA OKHARBOTE, 12009",27.4,49.5,34.1,27.6,38.0,36.4,62,62,0,0,32,16,48,14,77.4
"Khotang, Sagarmatha, Eastern",Hill,834,"SHREE KRISHNA MA VI TEMMA, 12010",30.8,37.9,39.0,34.6,24.6,37.8,60,60,0,1,18,3,22,38,36.7
"Khotang, Sagarmatha, Eastern",Hill,835,"BHAGAWATI MA VI KHOTANG BAZAR, 12011",30.6,44.7,39.7,32.4,33.5,46.5,91,91,0,5,61,7,73,18,80.2
"Khotang, Sagarmatha, Eastern",Hill,836,"CHISAPANI MA VI CHISAPANI, 12012",29.6,39.7,51.3,30.3,37.9,44.3,108,108,0,9,78,3,90,18,83.3
"Khotang, Sagarmatha, Eastern",Hill,837,"MAHENDRODAYA MA VI CHUINCHUMBA OKHRE, 12013",40.0,49.2,48.5,38.6,46.7,45.0,60,60,0,9,47,1,57,3,95.0
"Khotang, Sagarmatha, Eastern",Hill,838,"SIMPANI MA VI SIMPANI, 12014",41.6,44.0,37.0,41.3,40.4,41.6,122,122,0,4,88,10,102,20,83.6
"Khotang, Sagarmatha, Eastern",Hill,839,"SAKELA MA VI RATANCHHA, 12015",26.4,50.0,32.9,25.9,35.8,38.4,75,75,0,0,43,11,54,21,72.0
"Khotang, Sagarmatha, Eastern",Hill,840,"SARASWATI MA VI MATTIM BIRTA, 12016",33.1,53.2,64.9,33.8,35.5,37.7,138,138,0,25,94,4,123,15,89.1
"Khotang, Sagarmatha, Eastern",Hill,841,"JANATA MA VI BHANDARIDANDA BATASE, 12017",35.5,37.5,35.9,37.6,32.9,33.2,123,121,0,3,56,20,79,42,65.3
"Khotang, Sagarmatha, Eastern",Hill,842,"JALAPA MA VI JALAPA, 12018",28.2,37.6,25.2,33.1,33.4,43.6,47,47,0,2,15,3,20,27,42.6
"Khotang, Sagarmatha, Eastern",Hill,843,"BAL KANYA MA VI PHAKTANG DHARTUNG, 12019",28.6,45.4,50.1,29.7,36.3,42.7,73,73,0,6,58,2,66,7,90.4
"Khotang, Sagarmatha, Eastern",Hill,844,"KUHUNDANDA MA VI KHARTAMCHHA PHEDI, 12020",19.1,30.5,26.2,25.6,26.9,32.1,94,93,0,0,11,4,15,78,16.1
"Khotang, Sagarmatha, Eastern",Hill,845,"MANOKAMANA JANAKALYAN MA VI NIRMALIDANDA, 12021",23.1,41.4,15.1,19.0,38.8,40.1,77,76,0,0,8,0,8,68,10.5
"Khotang, Sagarmatha, Eastern",Hill,846,"SHIDDHESHAWARI MA VI KHIDIM, 12022",27.2,48.6,39.6,33.1,38.1,42.4,34,33,0,0,27,0,27,6,81.8
"Khotang, Sagarmatha, Eastern",Hill,847,"SHANKHESWORI MA VI BARAHAPOKHARI, 12023",37.3,50.2,45.4,48.7,34.9,47.5,36,36,0,4,30,0,34,2,94.4
"Khotang, Sagarmatha, Eastern",Hill,848,"MAKPA MA VI MAKPA, 12024",28.3,45.5,33.0,32.2,47.8,45.3,42,42,0,3,19,1,23,19,54.8
"Khotang, Sagarmatha, Eastern",Hill,849,"KALIKA MA VI KHARMI, 12025",28.2,33.2,20.8,38.2,30.5,38.4,50,48,0,0,11,1,12,36,25.0
"Khotang, Sagarmatha, Eastern",Hill,850,"SHARADA MA VI HAUNCHUR, 12026",35.8,41.2,41.1,51.3,36.3,41.0,39,38,0,2,33,0,35,3,92.1
"Khotang, Sagarmatha, Eastern",Hill,851,"MA VI MAJHUWA BASBOTE (LAPHYANG), 12027",35.0,38.6,40.0,30.8,41.4,39.0,97,95,0,1,67,10,78,16,82.1
"Khotang, Sagarmatha, Eastern",Hill,852,"JANATA MA VI SALLE-1 HALESI, 12028",32.9,46.2,54.4,38.5,41.8,47.2,25,25,0,4,20,0,24,1,96.0
"Khotang, Sagarmatha, Eastern",Hill,853,"SARASWATI MA VI ARKHAULE, 12029",33.2,38.4,57.7,50.9,33.9,42.0,41,40,0,2,27,0,29,11,72.5
"Khotang, Sagarmatha, Eastern",Hill,854,"BINA MA VI LIKUWA POKHARI, 12030",37.8,43.2,61.7,32.8,32.8,44.6,27,27,0,1,22,0,23,4,85.2
"Khotang, Sagarmatha, Eastern",Hill,855,"MOUNT EVEREST ENGLISH BOARDING SCHOOL DIKTEL-2, 12031",59.8,59.4,75.3,43.5,55.6,55.7,16,16,2,13,1,0,16,0,100.0
"Khotang, Sagarmatha, Eastern",Hill,856,"KALIKA MA VI NERPA, 12032",28.3,45.5,36.7,24.8,34.7,39.3,58,58,0,0,38,4,42,16,72.4
"Khotang, Sagarmatha, Eastern",Hill,857,"SHISHU MA VI RIBDUNG MAHESHWARI, 12033",20.2,36.0,16.9,21.5,36.0,35.0,89,88,0,0,11,1,12,76,13.6
"Khotang, Sagarmatha, Eastern",Hill,858,"SAPTAKANYA MA VI CHIPRING, 12034",27.1,47.2,33.6,31.6,31.7,49.2,43,43,0,0,22,4,26,17,60.5
"Khotang, Sagarmatha, Eastern",Hill,859,"VISHWAJYOTI MA VI LAMIDANDA, 12035",30.5,46.6,59.1,52.7,45.5,44.4,33,33,0,2,28,0,30,3,90.9
"Khotang, Sagarmatha, Eastern",Hill,860,"RADHAKRISHNA MA VI CHYANDANDA, 12036",23.9,42.7,18.5,17.1,39.6,41.6,30,30,0,0,2,0,2,28,6.7
"Khotang, Sagarmatha, Eastern",Hill,861,"SARASWATI MA VI DANDAKHARKA CHHITAPOKHARI, 12037",27.4,41.0,45.5,40.2,43.4,41.6,80,79,0,9,45,2,56,23,70.9
